,population
MTS,841702.3281768387
RNB,157339.08790735903
ULH,227372.61376307497
OAK,2132075.4683792647
FMO,870899.125955608
IAS,2233171.735689774
BDH,217791.44021027078
IPH,721212.4150509103
DLY,5833.025319465529
UBP,1271717.5752148544
CAB,999577.5899443716
KSN,490425.0983690526
YAB,1864.0786349310447
KAD,7931640.046111585
KSH,2203155.343515492
KSF,312400.70140163763
OSR,783550.1609066318
LEH,241198.97501381216
PBO,6914.041275682403
KOC,10961.97527855218
LCG,783256.270599916
EGN,4544522.388333333
MTY,9134572.82683908
TRD,294808.14241505536
GXH,1624832.3474640783
VDC,1141978.4848016154
CBO,1214602.1965168477
BKO,12705371.674387325
EBH,445427.76366680296
FUE,356207.1930017746
CHA,864972.3091936068
YDP,680.3505199584357
TNO,274249.8360035453
EWR,7545954.72603443
PIH,151336.9856871742
YTE,943.083207435378
CZU,1289545.4967502118
PFB,2253311.8287024014
NAS,182938.87557007704
CPT,6489438.7106578685
VGO,691994.1645864403
KYZ,223332.74838545962
BNY,9109.674834538337
RAI,140417.74939255207
ZMT,3337.9566357490417
YVR,2939958.62421038
YGZ,148.36353088377686
EKO,48687.19480905706
CUN,1582560.3853643471
TRN,1486798.3403611018
PUB,68823.97260789709
BUF,1304491.5277417465
DJJ,1432444.2521100978
BKQ,1924.9009795150666
IXD,17058777.380643614
GOT,1132214.7170279957
FEZ,2424962.450011171
SVC,339841.1198559582
AFL,324812.01255561225
IAH,6105579.996920767
MQP,2013675.9979263716
KER,1487272.6059957147
JER,1485424.1628844943
RJA,5823352.181712784
TRF,624578.4075204233
YSO,1963.578358291125
TUA,489900.0900795333
VUP,1395757.120873302
CUQ,2040.4608016966065
CPH,3915321.516049029
ULN,2026168.8717
URY,351321.09532375605
PAT,40977103.7855768
HDS,2049006.4872984954
LYH,178740.0506162608
KRR,4028762.8278119965
ADE,3637684.7332014814
CTA,2025865.0821023409
HUH,26761.65398619311
MGS,1761.3488793509914
NUI,872.168063270175
UEO,119905.52248194758
OGL,175312.30755566017
ALS,195341.6800972471
KUT,1042219.7538778157
FNC,237307.164418968
SLP,2053656.5876058796
WNN,124.87864660102196
BKI,2200464.0875483872
MCE,234578.3369881824
TUU,365535.7427111423
UNN,310653.9888838332
YNY,943497.50583383
LIF,37356.96257170944
JSI,161983.2895949773
TRG,157227.13288152442
HVG,6567.423441892698
CNM,290385.28980568243
PAF,5293885.485428263
MSL,261574.3632156681
JIQ,3742959.488010287
VFA,783689.1865364597
KSU,88121.9877499449
PXM,629159.2229118274
KKC,1461162.601848083
VTE,5773926.110842547
BAH,3199245.4622573256
DAT,3582231.5013847495
PHX,4543909.240741355
HET,10294392.291256333
BFL,543937.8690197439
FAE,53559.67671000001
KHZ,1058.0967311776783
MAN,8330090.043694504
MBL,131789.61722643458
DIK,60443.92619783428
IPC,6702.378000000001
YGW,2963.906803759708
BVS,640214.1170540454
PKN,1064262.3548819362
MEL,4550695.857644036
VNS,41993116.96131071
LCH,236637.50071395966
JPA,2938584.755810524
KUK,443.0934500422089
SNU,666110.2949194696
ODO,38690.123752194864
CLJ,2719194.3624531426
LWS,223704.24529023774
GFK,277450.77984674217
NAY,14905272.345388984
YUS,884343.4681809574
SFO,6604450.764844437
HUS,116.23908416654284
RAB,286161.85337305075
AEB,2239568.441177853
IBR,1531455.2268328806
WWK,602261.6543841155
OXB,2334571.606570776
RSU,827621.0714529706
WGA,67088.73158771805
KZS,102064.3347978595
RIY,882029.3392662349
STX,160104.25157011574
KKA,582.7700683559763
BXB,157709.37626870186
DHM,3195647.4876831314
ESB,8161005.472224914
LYI,12368476.504022054
ACV,180729.6490013285
JIK,276976.0400486171
VSA,3864337.085973905
LXA,1546401.7546361776
FTA,2589.8253720451858
JLN,252880.14388097968
TFN,253032.8189988336
ICT,1028343.1608073672
BPX,583164.9220009915
PGV,132038.55518177882
SCT,69594.06094
XBE,708.7967038646544
BHQ,52413.89700407238
TSJ,877927.0390534112
GMR,1406.964777
YQQ,132944.015272965
WUX,7746059.729465933
VAO,41367.115177423235
ELQ,1835525.71089098
AJL,5535365.759866776
VXC,3116260.605398127
LSA,47355.08096418368
FRO,60002.19329960983
PUY,707596.387908996
HCR,566.3322608283188
KUU,2434749.235491324
ALB,1876181.1358786973
SVG,349003.241064807
VST,104458.66295843148
DCN,7575.008964979894
OME,2695.339635002715
DMK,15081200.403202025
LUN,5533212.697601475
CRI,39033.763082833924
ISN,67160.89363430713
UEL,2443345.6839304133
BET,5577.34404068813
BRN,792370.9103549417
LCE,1405420.193950025
HBE,14098469.029268242
BJZ,359080.1940405778
ABM,4078.3203189953706
RBA,1763048.6439799294
ATW,405939.576314889
KAA,2150313.4399855523
CNJ,5415.922928530338
RXS,995085.3069589956
YTZ,1219569.994868875
BJI,85918.3157431228
UKS,762256.1498990866
KGL,19399386.697335828
YHY,5906.102218706097
LWB,180562.5728836035
BOI,912990.6359958051
JSH,47293.954053975314
FDH,830597.3500848615
UVE,29147.892669052027
SJZ,18176.246062998114
CEM,6567.797547028814
TCB,9655.575690060838
RIB,149978.4293008594
OSS,2496273.6190636675
CPX,84918.77438273026
CHQ,139117.41812773465
YIN,1432594.606887477
ROV,5210404.893186355
JLR,12982014.044460185
GIU,3774106.6615591994
GIS,30854.013591855863
TUP,563257.5879836614
TRR,1462204.3143003231
VIL,137642.28569655234
JOI,1090913.4413096344
ASF,968131.707088428
BUL,113385.85761953758
CLM,423428.56652288977
BPL,1360637.080746042
TER,70944.70596606974
ESL,369690.9216689215
JDZ,3696820.675338923
OMR,502510.33049406076
HGN,628008.34849109
MBE,180233.44858762232
PTP,177035.14540717946
UAQ,271597.0683577533
BYN,181502.87051877362
RVN,63466.709787924345
EIN,3071766.201965388
DDG,3940135.6532728025
BTU,231866.50951902664
DRS,1491424.562559604
SBZ,1030302.421667838
TEB,242568.26282196603
KVG,136883.66148538492
UYL,5030534.027333333
AGF,314929.8804496409
MKL,331760.8332848673
WBQ,5289.996206884061
BDJ,2801905.1220057155
ORB,173488.40977241338
DGT,1261919.3336878042
CEC,146180.92541008565
ETZ,366431.3890485881
GJA,202979.80581542215
RLK,1532154.41279613
SAL,7348844.74029192
AOO,296988.8461552824
TMR,140626.43228127446
ANC,322411.88953487005
SJC,2127257.2104025967
KJA,1977702.10066866
DMB,1179718.0879238555
BDL,1894429.1841568013
YAM,179710.83000836987
LNY,57836.30187831782
KKR,1021.131307222494
KLN,33.204261767196506
MUX,16595208.361614956
AHB,2739174.169430796
PVR,2751039.9596528155
BHU,5774875.830688802
NSK,143416.15960615018
PET,623320.1924050667
YNP,1023.5561844274459
ZQZ,1195172.4772359196
KBP,7826656.533948344
OKL,311644.8738693247
SLH,9088.287387284327
MEM,1960419.240523349
TFF,206348.17359177978
TLE,2294729.147246725
GTF,107507.80799207736
BMW,59517.7336
ISC,153397.90170841906
BZN,166036.65201322827
DEL,145685886.94211888
CIZ,108879.72713036515
OGD,111936.83115402443
IMT,170320.79331136768
UAP,1952.2513208678006
SBY,145602.1018472159
MST,627015.9403008183
IJK,1444860.0712770354
HVN,233666.2822471688
PLS,1288796.3149197735
FSC,189731.8232782452
AHO,392545.0897281294
IST,18412710.75970346
KHD,1447942.08306986
NYI,5140734.714744546
NNM,49895.5686087658
NTN,827.9046571747879
GCK,72554.19653297246
DUT,2840.815187111316
YNJ,2932154.627229256
ELF,3248240.818333333
VCE,3445625.7891821563
YVQ,850.7508120461771
CJA,1901642.0669753384
CPR,63978.3989092498
YQX,106415.58919565816
HAJ,3452941.7555801263
GEO,535019.9110979122
VAN,1973162.0418935625
SCC,2236.1245719478575
AGR,11882520.291754542
DBQ,190656.59781175677
COO,10556878.964203997
MOD,251269.66549726523
NPL,119348.03496059404
VQS,121324.17717441876
PWE,6057.231507770085
NOB,149373.7503590218
TOS,88972.59384664103
SEZ,82320.93014811647
OBO,268650.00101397536
YYC,1589343.8253706002
BKC,693.909564903858
BHO,16938439.84606814
BEL,5213593.656095684
FLG,127390.90619314418
SJP,1813935.061017592
LSI,10322.941745817112
KEF,142023.56775695525
FCA,152724.3296546392
COU,245002.29350218692
KMS,4540067.989903556
PMZ,243625.1944263764
NDY,38292.30024285902
YQB,1602647.4320541518
MJZ,71438.49473605464
BKM,206088.90158383106
KNX,9743.481320179455
SDG,1497482.4249158916
AKY,1511275.5937578757
SUF,943850.982285577
EXT,700459.8860709197
RJH,14207644.421567187
TWU,497067.0197579104
YXC,205175.01701776628
TOY,2450421.7694955207
VHC,1599880.465931051
AUQ,2239.5096959508214
SKE,95052.61887512356
MOQ,1429065.4113888254
WEI,845.7053060164243
DYU,8590627.202649176
LXG,656710.8725129131
ZOS,240494.82182247122
RGL,106690.75621363046
GIG,10373025.067833036
PEW,21086892.66520636
BKS,3134278.4768996425
RIG,401397.10125893616
UII,398606.8617833827
SZZ,646830.8285988872
XIL,1037738.2958908506
BGW,11704506.664630905
ERZ,763526.7073081981
MEX,39924686.2392486
SVP,1216224.7088566108
MNG,5397.032816930201
CGY,3641359.788084946
LYA,9822277.170934742
ELI,527.8096791296608
PNK,1358967.2797145462
MFM,7933104.169211794
HKT,2906118.150523036
GEA,93714.22778043088
EDL,8987056.878030557
SYM,800440.7467564917
TBS,4672708.35831935
TKG,5052289.236384634
DIG,1268423.5625110795
MQM,2362815.320302609
YKM,116640.70653207824
SDE,612139.0244962807
OLA,28542.791655843164
GUC,111916.51084311768
MXV,155226.69014478172
JEG,3715.3210839937606
MCK,66576.91961524008
ATH,3227509.3482272825
HMA,188705.29533817718
SHH,748.7080798780236
SOF,3831150.2816361315
CTS,3551668.429700143
SPS,250382.17659912727
YMO,4810.853393212437
LKG,3413157.514698755
LUX,2339826.2423897767
KKN,112782.58002498426
FYU,17598.40428998385
ALC,3985071.2660923526
TNN,261038.3748306001
XSB,352609.1119124124
WRL,64758.60102382901
RMT,1203.594746272331
DYG,8558846.608919881
VPE,1508187.2227779943
MLX,1772016.8231414559
CHG,2643627.3862334383
MMK,172404.16332148793
KRN,27888.8128309696
ASM,4213152.025471265
WLH,6702.60143081482
KLO,2691398.9953850238
BGF,2700641.7873007115
LPQ,1393065.516581764
JAC,120953.7131940574
WEF,4989107.568363296
YLL,185665.95107343962
TGR,253651.8861423605
ROK,108712.96681650373
CUL,1140333.9124270894
LWY,344710.68974164623
TBT,67346.80971373295
CIX,1608161.852530528
RNN,173531.49576161036
PGD,907464.9303876128
QFG,540.415392066854
KKE,63414.088660710724
KIM,1324686.4793678306
RSH,957.9779274670246
FDE,52334.608221360235
JAX,1246798.3783994731
URT,547144.5182103128
CTC,648550.8151290171
NJF,7970767.854794603
CFN,110985.43972268082
WAT,127880.22113648214
WYA,93242.03501788512
AZS,777080.2176196008
PDX,2235158.129935158
GMO,8551823.586818345
YBC,73014.12262283872
BWA,10113874.469267156
PHO,796.589048862819
BEB,50714.31130600081
ENY,2746315.780207448
APW,197658.1235941582
GDZ,309593.42898901674
CHY,107317.21690118732
GCH,534661.8151821763
PPW,37655.21562430127
RBV,22605.957838146234
PVD,931927.0462703485
LIH,124340.87823682994
LAN,349044.56811672053
ORN,3907378.176932707
LJG,6347395.899052927
ELG,164553.08774728118
EBB,22647519.33782497
CCF,638591.4103871565
KOW,7302983.403235999
IPN,1840451.1951761176
HRK,3609796.7234792463
NOJ,94379.31654327144
MKK,71259.80145627682
GGT,35956.68790032364
NOC,435351.8573617985
OLL,909311.9067239542
ITM,6300637.660400922
MMO,22233.2499458684
SVI,437573.51439304615
KGT,1128123.910403055
ADZ,94030.50896191926
VLL,357851.18226652243
ILI,2218.002864846206
AIN,1390.065337471478
PIZ,479.21529405298514
BIR,13103794.799756365
GRQ,460139.9150142346
SMR,1519591.0849492126
GNV,366410.97364854265
CAG,557434.6778171413
TVY,1133183.7014232285
DAB,176515.1435799539
WJU,1106677.296839186
DIY,1617043.579367782
VKG,1664919.9142435403
KUD,291972.4751832196
ARC,212.25377555032568
BHI,689411.4551645854
PUF,489330.443176145
CMB,12691481.138040587
GNY,2586635.277570377
CRM,740752.0857877132
CMG,227251.6716368488
WNP,750600.4351677252
IKT,1829258.0124332856
KPO,751420.1734763446
KCA,938883.2885624914
JDH,14678945.652912024
RGI,2922.48894013326
NQU,524477.8498773776
YFO,31223.461605523702
BUQ,2359139.709760234
SPP,432409.42422696657
TGM,763334.6565423069
UPG,8610244.821253696
BON,849954.3718677312
SCN,282634.6313929167
SEA,4197105.231841705
LPL,2331429.609525794
NPE,66503.44094716919
CEG,275256.9851160626
LUM,2362299.3297069874
KWE,14539013.901354728
FKI,3308731.152229702
ZAM,1686201.4802759525
LLA,233648.93397920774
YPY,36117.0473194152
YQT,218713.90946946907
LEN,298833.0320842996
GPS,17583.005054404355
ZCL,1576845.07071955
LZC,237688.1388703429
LYP,6117237.796954907
OTH,119119.56061015787
GKA,614679.3473828596
AZA,1953552.2184192732
APL,6117781.642281154
TGI,608914.0927453984
LIG,744502.6437166019
PIX,20747.09650877644
ARH,578538.3896511752
VXO,248935.8716450256
GRK,490110.2182143968
RMI,298096.2912099411
JED,7473719.311813997
TKX,915.6470733969172
YTH,26999.338440999327
OST,185812.10540258465
BJA,1904425.976096687
RDD,184071.02344116737
BHB,85343.83645363008
QRO,2801400.637659999
SAT,2497152.123801733
SOJ,18192.651883190265
XGR,290.35573629526
JOL,397646.3682144
BGI,196556.9084338301
GDT,530568.059286764
UKB,2248800.2016295795
WSZ,40992.006956324396
BHV,11426434.646912798
TPS,1001206.7051029956
UFA,3085854.5521100545
MOL,82078.30605817023
KUH,166814.6410287614
ARK,871640.2974792299
RBQ,379247.76181892393
PED,650556.7196630476
ESD,356468.5698753397
TPE,10185621.68444691
ATA,919885.7888669658
GYE,6130720.482394703
KZO,879679.9006871835
ATD,26026.34120339851
BLV,178852.45301747718
PPG,59099.251547541804
AEP,13519396.503215926
BKK,22892227.081878927
SHE,28967422.19981702
EZE,6227238.5370239485
CGR,1488043.2247662398
IGU,2041775.4813359096
HAK,9758740.343455022
BHM,1189722.2007481952
CHO,381874.4700145634
TOF,919010.9829288349
FAV,1349.919983132518
ATL,10477741.926637774
LEC,1263636.2960156535
BUD,6264946.065942714
EYP,262988.65546246234
OVS,282229.9732241628
SAN,4246568.892101841
SBA,591169.879779318
MAM,175498.90453888642
YEK,1497.5013470578162
MSS,198447.75684189255
KFS,720064.6180227408
SUK,13806.445980000004
ELP,1318011.3139639795
JXA,2687112.7030868325
HOB,142640.3736577548
GOI,14927353.420672555
OMA,1516099.6361353819
AUR,249057.82900340203
MEI,230159.26566162324
FNJ,5331551.375057595
IKA,6684007.151453513
WAG,46850.623139044714
EAR,142596.91645180644
LBD,4751203.542325055
SDL,108283.89327101824
BEU,287.50573953153224
CNP,260.8589598966333
OSM,1824475.3054230008
JNZ,3200334.8914413154
HTS,325717.77389898483
SXK,113233.60409861682
YPJ,891.8223932238056
SUJ,651415.3714557146
GOM,8616403.435371798
TGZ,3605255.593204656
BTS,1442676.878418645
CME,1017432.059786897
BEJ,481256.40676742245
KIX,10910608.92313086
ATK,1483.0957654374374
FLA,329781.5406313873
USU,483537.97519733134
DUS,9419250.901316565
VHM,86248.84363483361
LTX,1094972.8046020342
CEZ,57773.72926319461
PFQ,992686.5674996494
YRB,243.83560442904098
RKV,125154.13402572446
MLL,526.3001004115149
KIN,1135854.1101638966
PMO,1344349.0726885658
NSN,93915.34203314006
LNZ,558591.8262375607
PUQ,172336.59000859823
EPR,6681.970497217338
VDE,48406.76424045142
MSN,790075.8743155929
KOA,64023.77439465687
LMA,379.13621809781233
NOU,37933.31467837476
KCK,61633.47599220982
DLG,530.0548003524581
HOU,1468792.3848306432
SCM,899.1190489261899
GAL,308.7315858130469
BOM,54456747.06956462
NZH,695188.0480161179
IKI,583081.7286718843
LAW,249535.70688917808
SHW,490557.87647867185
AAY,128348.47718758002
PCR,456141.5012335035
CNY,56311.94724298605
TPP,1278883.3621572568
CAN,39995020.08381986
IPT,157633.74331214835
TUC,593059.5417079697
SMF,2452013.306156707
EUN,53908.28172303453
TSE,2103497.946297801
MBS,275422.14887674944
PHB,1429861.309050715
ABJ,11578813.636113225
LQM,72258.78352386189
LEA,3721.3432211955874
KYU,130.45015324784944
CAK,605904.4272365015
AWZ,4172260.340023463
HZH,1928797.2906664116
ARW,464452.5022617767
KVL,582.2662930951336
MKE,1669333.0383249666
BBK,372851.92879121524
HEL,3237729.499253872
OIA,246016.5402028359
ITH,246350.9397706306
OKC,1610975.1970866702
SHL,3641523.32070665
LJU,1050504.0992753173
OPO,4886556.534855902
EMD,17012.938186218893
PGX,293042.3536395048
TIR,3705780.145350412
MXX,130555.60150541914
VAA,120230.4306568584
LOE,964614.6744036294
ANV,383.91695784381795
VOL,266204.1088879727
KSD,137267.24416895938
TCQ,268134.31249271816
DEC,226902.2024526207
OCC,536388.7837321692
FOC,13230944.452546187
KTW,3839662.7266468364
VLI,55540.464888759496
BIL,237228.43698349345
AHN,173816.49858170134
OHH,50891.1521480367
NNY,8602870.352612179
PVA,22600.668190721542
WAW,9320244.745730964
UBJ,614357.5400216297
TTT,254136.09555091237
BYO,578914.5803243673
PSJ,1344522.6762893929
KCT,748602.3873883038
MNL,43469039.65967141
CGB,1802273.177212257
INU,10244.41
SOM,470126.6253003503
HAD,276330.8516047493
CCM,507420.8714980598
YIE,626169.1706544447
BHR,6475285.922832054
BMV,2324815.539193139
BRI,2546332.5751770455
MAR,3044312.68403672
ENE,1036338.9296622016
JCK,4597.416511406905
SDD,2136779.6646570903
GDL,9841795.366113832
SPD,10512625.616543094
PSR,649937.109404061
CUZ,1626415.9294477925
TOU,19621.431962452618
FNI,246858.8385631861
NDR,1320881.2205558626
DLI,2112464.314392507
BNX,400821.9308081627
YXN,1008.3831821536572
BGO,532094.0431616876
IOA,153754.31458882082
FKS,1206759.2787470515
HLA,822333.7948799103
LAX,13020933.760556085
ISP,689969.8368959571
AKB,272.9953426505975
MZH,993471.0404425176
KWI,5018258.594114716
JJN,4818176.582000485
REX,1638836.577411704
NAO,4378971.982070468
BGM,311809.93665697594
TZL,433924.5044718832
NLT,1249213.4247129718
CYP,863112.4105591063
PAG,1864893.9118913496
IBZ,2148198.2751295604
ORX,229306.6573891361
NRL,27913.978087663345
ACT,279214.9050710379
GWT,436803.44106148
LUW,696536.0810392742
STC,190604.87346606655
UVF,179867.46473543538
YJT,11265.874565651675
GRR,1251675.6778204823
AGN,2836.186687485115
JHS,2486.6881744899733
YGJ,1360087.5013262755
KSE,3483255.6084323474
GCM,43953.91901135761
IXM,5832601.304752935
ORF,468321.8772890536
BRA,828481.7532506244
BDO,13046279.31743293
CGP,7535264.927251401
YHM,420062.4942537763
ETR,966708.1565577284
RJL,285200.6263637876
CHS,554984.8140042297
CPE,711059.0189683917
BRQ,437737.45919382
RFP,31976.841034271598
RLG,465515.186720174
TVF,113757.91214051776
BOJ,2774839.831857306
KBR,1339318.2970140772
IGA,1111585.0541550543
LRS,341538.5873582358
IRZ,38537.16422202965
UET,4092680.1132449913
JIB,2846746.333985931
JTY,169865.55380957597
MVR,4059230.2868111474
ONQ,420809.9630208805
EJA,758364.1288660931
FMN,304322.72709172673
ROR,28015.436398000005
IND,1973912.7845259563
ICI,11293.145085707098
NYT,1514798.3140553746
SNO,1254389.494234053
VLS,5372.304237815665
TBI,3119.4183263666728
KUS,3196.76642
JFK,8081094.928792283
VVC,1087976.5184357732
SHR,50444.64916171232
TMM,1887414.1811791675
CKB,279131.52541814104
ORK,541668.9422266199
ROO,301631.1771169739
IFO,1174430.2308854407
LOS,29362052.49631828
PPP,28181.07061716448
ZVK,1864361.1509288454
POS,1084284.6258734944
KYP,912499.3592913984
AGS,221061.20348015812
MIS,43400.590461959655
CIJ,470428.65323080256
ART,192300.83987066933
HPN,1190978.3298411043
PBC,2997711.800854385
YNA,3762.190197678056
DCM,459104.0913811156
OTP,19187044.628202297
DWC,821647.7279248905
HEH,3515287.942718864
SSH,346194.0656688422
NVT,1216907.4448676677
NTG,3864128.48184115
POG,204517.22880018962
SMA,11750.55739409917
ISB,49461893.62382674
PTH,86.26855894950118
IPL,185217.34626849613
NKM,2813072.387519197
TBN,190951.5584771446
SLI,2612451.9664011872
TAI,3453535.311211145
FLW,8281.64119731122
BHD,725581.6180400236
TYS,1287918.232293878
LZO,5839666.077662948
KQA,1186.0752959135561
BIQ,1030100.5151779564
CGH,6058543.420325128
SMX,234771.57048560548
YXX,153410.62449210807
SJU,1417524.6610613947
FEN,3370.24
HGA,2118141.552103774
ZRJ,501.2381988813723
DSK,7896492.046730568
PBG,431758.7593114608
MYJ,1219724.7759350177
YYE,4819.702161485572
SSJ,24487.078221240517
BUA,184817.47637819446
LFM,206996.93253338075
FCO,7655450.213765309
TDD,396791.8247065504
CPO,295212.9374128919
LUR,205.7585974339044
PSP,1539153.1592077187
HUI,906288.6702515235
AOJ,610431.626463354
KGP,54355.768963166905
NMA,2502570.9842229662
YYQ,588.4678617079239
KZR,428763.974709781
LNV,98820.10918549364
TOH,5537.859242607644
LGW,6600194.630782393
PLQ,380222.79216411104
BBN,221533.98815927745
UUA,1047707.1299226814
PLU,3620435.058582398
CWB,5757348.028634868
AXA,26747.375868147432
GDV,22305.2264328856
DUD,99680.19827580744
FOE,262299.8300935095
UDJ,750191.7198245384
DDC,284864.23315519013
PRI,22009.62557988353
PAH,245579.6783678013
MEA,1235255.9938620965
ECP,341425.8360284695
TKD,2470259.4307310767
YAY,14153.155970348702
DTW,7672605.646285331
GEL,694100.7268609136
RCY,871.4703952524709
HBA,77496.46021076229
DUJ,238931.74049134523
UKK,638729.7305997867
AFA,412678.9399400087
JNG,12674784.666990126
TUK,749120.0554041923
YHK,1812.3264199999999
PEU,478586.7766668962
CAH,633584.8366069271
SLN,181548.3299264821
TLJ,18.76711237872188
MVD,1210483.6044504587
DXB,3968908.0794092133
MQH,579992.190991082
IAA,47317.77175003865
WUS,3850709.13563624
BOC,328823.8244899535
PVU,134802.11425420054
NSH,1308102.8754372457
SXM,169612.05245820485
CYS,172835.3297121283
JHM,57414.94047790065
LHE,47939455.77399276
SYZ,3802830.5592086236
TTA,75157.91187383892
MYA,58210.421992271615
BJF,64938.3766952366
MLU,370555.69872424525
BRU,7692796.343943614
CLV,528800.4308095083
JGN,1300611.6940387292
BZL,5700382.18447759
EBL,8254537.238247913
TUI,130480.23816281324
ZUH,5644791.582416058
NGQ,1040392.9089558044
FOR,7312532.394634373
HUN,789734.2460104063
PAC,555811.8264935148
MCY,132761.15236481748
YPO,234.32324137868167
ONT,1386050.0906682722
HND,22167718.381830167
BRC,357314.23623431026
DOM,147407.2847259499
MVT,819.2337694955348
ADA,5179925.381971508
PAV,2064140.314135992
MCV,1024.096292477728
NAQ,522.8784566140024
YGH,453.334753580345
PAZ,1825830.1977644437
CLO,5119866.08845872
BHY,8239178.120504513
VLY,200143.36829491574
ILR,6966327.176046486
YXS,91954.6041543153
MLI,685921.039857141
RBY,178.6220237165799
PEE,2174765.166232977
BOD,2735864.9398810454
BHX,4865361.736273929
LGQ,341360.2551132053
PGU,374000.334828576
SHP,2366508.0496246875
IPA,8318.818886351648
ABX,175410.6383739381
TID,1299594.8092735377
MJM,8137938.664127152
DBA,497788.5713878853
NBC,1678490.9943727704
DLZ,84250.36118064055
YCY,1062.908044
YRA,1428.6750157631657
HBX,9403920.90271151
RNL,8565.815655038441
SVD,124966.69188847106
RMF,609054.5281094593
PER,1880859.1207493981
NAP,3121254.531525367
MMX,602990.1627167494
AXD,418638.956737776
NIB,49.13555637486801
BDS,981337.6515008034
DOK,3740959.071403217
